time_s,q1_rad,dq1_rad_s,w_fl_rad_s,q2_rad,dq2_rad_s,w_fr_rad_s,q3_rad,dq3_rad_s,w_bl_rad_s,q4_rad,dq4_rad_s,w_br_rad_s
16.666667,-1.308997,0.000000,-0.000000,-1.412568,0.000000,-0.000000,-1.213936,0.000000,-0.000000,-0.776889,0.000000,-0.000000
17.000000,-1.308997,0.000000,-0.000000,-1.412568,0.000000,-0.000000,-1.213936,0.000000,-0.000000,-0.776889,0.000000,-0.000000
17.333333,-1.239184,0.209440,1.294770,-1.424439,-0.035616,1.294770,-1.268540,-0.163812,1.720000,-0.780226,-0.010011,1.720000
17.666667,-1.169371,0.209440,1.505547,-1.423191,0.003744,1.505547,-1.337306,-0.206298,2.000000,-0.782521,-0.006886,2.000000
18.000000,-1.099557,0.209440,1.505547,-1.420884,0.006923,1.505547,-1.395839,-0.175600,2.000000,-0.796109,-0.040762,2.000000
18.333333,-1.029744,0.209440,1.505547,-1.417370,0.010540,1.505547,-1.444028,-0.144565,2.000000,-0.821247,-0.075415,2.000000
18.666667,-0.977384,0.157080,1.505547,-1.393096,0.072821,1.505547,-1.500893,-0.170596,2.000000,-0.841015,-0.059305,2.000000
19.000000,-0.925025,0.157080,1.505547,-1.368260,0.074509,1.505547,-1.545926,-0.135098,2.000000,-0.873179,-0.096490,0.000000
19.333333,-0.855211,0.209440,1.505547,-1.362350,0.017732,1.505547,-1.559865,-0.041818,2.000000,-0.934963,-0.185353,0.000000
19.666667,-0.785398,0.209440,1.505547,-1.356459,0.017672,1.505547,-1.561236,-0.004112,2.000000,-1.009296,-0.223000,0.000000
20.000000,-0.733038,0.157080,1.505547,-1.331975,0.073451,1.505547,-1.568290,-0.021164,2.000000,-1.079085,-0.209367,0.000000
20.333333,-0.698132,0.104720,1.505547,-1.308823,0.069458,1.505547,-1.554413,0.041631,0.484468,-1.078743,0.001028,0.000000
20.666667,-0.663225,0.104720,1.505547,-1.291204,0.052856,1.505547,-1.527289,0.081374,0.000000,-1.074348,0.013185,0.000000
21.000000,-0.645772,0.052360,1.505547,-1.255891,0.105941,1.505547,-1.511223,0.048199,0.000000,-1.059136,0.045635,0.000000
21.333333,-0.628319,0.052360,1.505547,-1.227098,0.086376,1.505547,-1.497851,0.040115,0.000000,-1.034708,0.073283,0.000000
21.666667,-0.610865,0.052360,1.505547,-1.201438,0.076982,1.505547,-1.482088,0.047287,0.000000,-1.009540,0.075505,0.000000
22.000000,-0.593412,0.052360,1.505547,-1.177662,0.071327,1.505547,-1.460421,0.065003,0.000000,-0.988392,0.063445,0.000000
22.333333,-0.575959,0.052360,1.505547,-1.159946,0.053147,1.505547,-1.440347,0.060221,0.000000,-0.959589,0.086407,0.000000
22.666667,-0.558505,0.052360,1.505547,-1.145988,0.041874,1.505547,-1.420519,0.059485,0.000000,-0.926785,0.098415,0.000000
23.000000,-0.541052,0.052360,1.505547,-1.133437,0.037654,1.505547,-1.396828,0.071073,0.000000,-0.896435,0.091048,0.000000
23.333333,-0.523599,0.052360,1.505547,-1.126220,0.021652,1.505547,-1.373392,0.070308,0.000000,-0.860497,0.107815,0.000000
23.666667,-0.506145,0.052360,1.505547,-1.123600,0.007860,1.505547,-1.351295,0.066292,0.000000,-0.818623,0.125622,0.000000
24.000000,-0.488692,0.052360,1.505547,-1.121884,0.005149,1.505547,-1.326959,0.073008,0.000000,-0.778084,0.121617,0.000000
24.333333,-0.471239,0.052360,1.505547,-1.124621,-0.008211,1.505547,-1.301479,0.076438,0.000000,-0.734235,0.131547,0.000000
24.666667,-0.453786,0.052360,1.505547,-1.133233,-0.025836,1.505547,-1.276260,0.075657,0.000000,-0.684250,0.149954,0.000000
25.000000,-0.436332,0.052360,1.505547,-1.142366,-0.027401,1.505547,-1.249872,0.079166,0.000000,-0.634914,0.148010,0.000000
25.333333,-0.418879,0.052360,1.505547,-1.154958,-0.037775,1.505547,-1.221171,0.086104,0.000000,-0.584432,0.151446,0.000000
25.666667,-0.401426,0.052360,1.505547,-1.175269,-0.060933,1.505547,-1.188775,0.097187,0.258041,-0.529925,0.163519,0.000000
26.000000,-0.383972,0.052360,1.505547,-1.195945,-0.062027,1.505547,-1.155511,0.099792,0.243953,-0.475922,0.162010,0.000000
26.333333,-0.383972,0.000000,1.505547,-1.193185,0.008278,1.505547,-1.147814,0.023091,0.453225,-0.416621,0.177902,0.000000
26.666667,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,-0.000000,1.505547
27.000000,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,-0.000000,1.505547,-0.416621,0.000000,1.505547
27.333333,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,-0.000000,1.505547
27.666667,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
28.000000,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
28.333333,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
28.666667,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
29.000000,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
29.333333,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
29.666667,-0.383972,0.000000,1.505547,-1.193185,0.000000,1.505547,-1.147814,0.000000,1.505547,-0.416621,0.000000,1.505547
